Date,Technology:AAPL,Technology:MSFT,Technology:NVDA,Technology:ADBE,Financials:JPM,Financials:WFC,Financials:MS,Financials:BAC,Healthcare:JNJ,Healthcare:PFE,Healthcare:MRK,Healthcare:UNH,Energy:XOM,Energy:CVX,Energy:COP,Energy:SLB
2026-05-19,298.97,417.42,220.61,254.99,295.70,74.55,189.58,50.70,230.00,25.66,114.24,389.24,162.55,197.25,125.11,56.77
2026-05-20,302.25,421.06,223.47,253.37,301.98,75.81,197.77,51.23,229.32,25.79,113.00,383.30,156.28,191.33,122.36,57.28
2026-05-21,304.99,419.09,219.51,244.10,303.00,75.92,200.51,51.49,231.73,25.95,115.88,382.48,155.29,191.01,120.55,57.25
2026-05-22,308.82,418.57,215.33,244.76,306.38,76.40,201.03,51.80,234.34,25.90,122.41,388.47,154.92,191.43,120.46,57.28
2026-05-26,308.33,416.03,214.86,240.49,306.74,77.52,201.76,52.20,230.18,25.85,119.72,376.86,149.81,184.71,116.57,57.98
2026-05-27,310.85,412.67,212.60,238.24,299.28,76.11,201.61,51.10,231.29,26.21,120.24,384.01,147.90,182.40,115.13,56.50
2026-05-28,312.51,426.99,214.25,241.44,296.73,76.65,203.79,50.77,230.80,26.14,119.89,382.53,146.96,183.03,114.99,55.12
2026-05-29,312.06,450.24,211.14,259.21,299.31,77.54,208.00,51.60,225.33,26.18,118.72,380.31,145.26,182.46,113.98,54.55
2026-06-01,306.31,460.52,224.36,274.03,296.58,77.17,211.01,51.51,223.51,25.63,115.17,379.86,149.38,185.83,115.58,54.75
2026-06-02,315.20,441.31,222.82,262.11,300.96,79.44,214.98,52.48,222.89,25.55,115.65,377.92,149.56,187.55,116.87,56.56
2026-06-03,310.26,427.34,214.75,256.24,300.85,78.68,210.14,52.40,223.24,25.34,114.70,377.00,152.53,189.71,119.05,56.85
2026-06-04,311.23,428.05,218.66,258.42,310.89,81.62,218.27,54.17,228.17,25.69,120.26,396.47,152.04,188.35,119.23,58.01
2026-06-05,307.34,416.67,205.10,251.44,312.37,81.94,211.93,53.83,232.77,26.04,120.79,399.47,149.92,187.31,117.14,54.87
2026-06-08,301.54,411.74,208.64,244.99,311.11,80.96,212.24,53.63,232.16,25.62,119.52,406.57,151.75,189.24,118.89,56.55
2026-06-09,290.55,403.41,208.19,237.88,312.70,82.00,210.25,54.42,237.00,25.70,119.60,413.00,148.91,186.76,116.79,55.85
2026-06-10,291.58,397.36,200.42,233.38,309.14,81.97,206.66,54.54,238.49,25.60,119.09,407.46,150.62,189.80,119.92,55.51
2026-06-11,295.63,390.34,204.87,218.80,313.49,82.40,212.66,55.16,238.33,26.17,120.76,405.55,146.60,185.82,115.36,56.00
2026-06-12,291.13,390.74,205.19,204.02,320.72,83.73,214.04,56.02,240.87,26.21,119.05,408.52,147.01,187.22,116.98,56.18
2026-06-15,296.42,399.76,212.45,206.36,319.40,83.14,217.98,55.87,235.66,26.00,114.90,411.04,140.92,180.40,112.26,53.71
2026-06-16,299.24,393.83,207.41,207.32,331.14,85.05,220.83,56.84,235.18,26.04,115.17,407.65,141.86,180.11,111.34,53.07
2026-06-17,295.95,378.91,204.65,196.28,333.46,83.81,224.96,56.53,234.20,25.92,115.44,399.53,140.74,177.58,111.21,50.33
2026-06-18,298.01,379.40,210.69,195.16,325.22,82.20,223.17,56.20,228.39,25.21,113.87,400.96,137.81,173.63,107.74,48.09
2026-06-22,297.01,367.34,208.65,194.90,331.48,83.84,227.09,57.37,231.29,25.08,115.48,406.68,138.47,175.06,109.70,47.95
2026-06-23,294.30,373.94,200.04,197.43,334.14,84.13,226.03,57.91,239.08,24.72,119.60,409.25,139.73,175.98,109.97,47.79
2026-06-24,293.08,365.46,199.00,196.57,333.45,84.30,219.86,57.73,241.00,24.04,120.60,405.80,136.90,171.45,106.92,46.61
2026-06-25,275.15,352.83,195.74,193.41,335.12,84.74,221.04,58.19,244.88,23.67,125.45,415.53,137.55,172.24,106.41,47.42
2026-06-26,283.78,372.97,192.53,202.73,329.05,83.86,212.03,57.88,254.66,24.29,128.66,427.89,136.54,171.06,105.96,47.00
2026-06-29,281.74,368.57,194.97,206.43,329.39,83.51,211.72,57.88,258.51,24.37,129.38,419.82,136.06,168.47,104.20,46.38
2026-06-30,289.36,373.02,200.09,205.02,327.33,82.64,209.04,56.98,253.97,24.08,128.50,415.63,136.72,165.76,103.96,46.49
2026-07-01,294.38,384.28,197.58,210.98,334.07,85.94,211.86,58.36,253.98,23.88,125.37,426.54,136.28,165.69,103.22,45.09
2026-07-02,308.63,390.49,194.83,219.72,334.47,85.51,213.93,58.73,263.04,24.32,129.56,425.36,137.09,169.20,104.73,45.13
2026-07-06,312.66,386.74,195.55,218.07,337.72,87.45,222.10,59.90,259.33,23.72,126.78,417.99,136.44,168.10,103.58,45.72
2026-07-07,310.66,388.84,196.93,221.54,339.22,87.18,222.04,59.86,267.24,24.07,128.86,428.19,141.69,174.01,108.44,46.42
2026-07-08,313.39,383.34,204.12,220.94,330.62,85.56,218.07,58.30,263.40,24.05,125.99,425.60,141.13,175.97,110.72,47.43
2026-07-09,316.22,384.36,202.78,222.65,335.47,86.91,222.13,59.25,259.10,24.25,125.07,431.68,137.46,174.05,108.02,47.24
2026-07-10,315.32,385.10,210.96,223.64,336.47,87.16,222.28,59.67,256.98,24.17,123.54,424.62,138.88,176.40,109.04,47.76
2026-07-13,317.31,390.99,203.53,230.61,334.53,87.67,221.09,59.50,257.77,24.48,124.03,429.09,144.51,182.20,112.85,47.36
2026-07-14,314.86,384.93,211.80,220.78,342.89,85.29,227.67,60.62,253.85,24.25,120.78,425.19,145.09,181.76,111.87,47.54
2026-07-15,327.50,395.63,212.50,224.56,346.91,87.51,228.55,61.59,247.02,24.82,123.61,418.52,144.51,181.60,111.46,47.55
2026-07-16,333.26,401.10,207.40,235.31,343.15,88.07,218.37,61.49,249.97,25.14,127.63,423.38,145.95,183.86,112.84,47.08
2026-07-17,333.74,393.82,202.81,237.25,341.10,87.51,215.50,61.27,253.04,25.05,127.50,426.09,147.36,187.38,114.71,46.99
2026-07-20,326.59,402.29,203.28,234.74,338.87,86.33,210.94,60.42,248.82,24.75,124.40,421.55,148.36,189.71,115.68,46.39
2026-07-21,327.74,397.75,207.29,227.16,345.23,87.74,216.40,61.22,250.61,24.94,126.26,436.35,151.71,191.07,117.50,46.59
2026-07-22,325.89,390.34,212.06,218.36,348.21,86.42,218.50,61.62,255.63,24.82,127.47,431.31,154.45,192.98,118.79,47.67
2026-07-23,321.66,381.58,208.76,212.17,349.90,86.19,215.18,61.28,259.27,25.01,130.48,423.56,156.89,194.42,120.20,47.22
2026-07-24,333.02,381.70,206.84,225.11,353.21,86.31,214.48,62.05,263.40,24.54,131.07,420.74,156.94,194.79,120.26,52.42
2026-07-27,336.91,389.10,196.51,237.75,356.20,87.27,214.56,62.13,265.95,24.67,130.76,417.64,154.77,190.00,115.58,51.53
2026-07-28,340.08,393.35,197.01,249.18,357.31,86.87,211.58,62.62,266.73,25.25,131.82,428.79,153.04,187.58,114.10,49.98
2026-07-29,338.19,390.54,190.01,263.43,344.71,83.87,203.13,61.07,265.53,25.15,130.36,420.57,156.75,191.86,118.06,48.96
2026-07-30,333.43,451.10,195.04,247.90,350.85,85.43,210.06,61.73,255.82,24.91,129.79,421.47,156.97,192.31,119.03,48.91
2026-07-31,308.91,464.72,200.75,250.41,351.79,86.45,210.42,61.95,256.35,25.01,130.20,414.40,155.44,196.83,120.48,49.59
2026-08-03,303.42,487.65,206.64,251.34,352.64,87.89,211.23,62.48,254.41,25.03,127.77,415.36,155.06,193.18,119.16,49.31
2026-08-04,309.38,492.81,211.94,257.49,357.52,88.39,217.04,62.90,254.93,25.41,128.00,407.55,153.96,190.40,117.94,50.81
2026-08-05,311.00,487.46,219.22,259.32,359.24,89.17,218.27,63.25,257.59,25.81,128.33,412.75,151.63,186.41,115.04,49.91
2026-08-06,312.41,499.86,218.99,260.24,356.30,87.59,213.75,63.00,256.98,26.20,128.37,403.97,154.84,189.23,116.76,51.54
2026-08-07,313.33,499.99,223.96,265.21,357.52,87.25,216.33,63.17,259.24,26.76,128.58,407.08,153.04,186.56,117.61,50.53
